Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
RAWDON,12.349,12.406,12.472,12.634,12.812,13.038,13.431,14.003,14.603,15.239,15.854,16.457,17.363,18.195,19.053,19.929,20.896,21.374,21.824,22.276,22.708,23.082,23.381,23.628,23.842,24.025,24.027,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
RAWMARSH ROAD 1_2,21.261,21.239,22.44,22.598,22.791,23.038,23.392,23.795,24.198,24.647,25.102,25.595,26.341,26.884,27.425,27.957,28.513,28.739,28.941,29.122,29.294,29.446,29.574,29.677,29.779,29.861,29.924,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
RAWMARSH ROAD 3_4,23.715,23.654,24.136,24.222,24.357,24.541,24.827,25.276,25.778,26.338,26.882,27.402,28.111,28.792,29.511,30.245,31.056,31.536,31.99,32.416,32.827,33.199,33.52,33.795,34.038,34.251,34.312,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
RAWSON ROAD,11.677,11.529,13.81,13.743,13.78,13.852,13.979,14.062,14.089,14.124,14.167,14.213,14.327,14.429,14.564,14.698,14.855,14.938,14.995,15.043,15.092,15.136,15.174,15.202,15.225,15.241,15.251,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
RAWSON SPRING ROAD,11.335,11.215,12.384,12.323,12.287,12.267,12.283,12.329,12.373,12.42,12.471,12.536,12.668,12.764,12.871,12.981,13.11,13.141,13.166,13.186,13.204,13.214,13.213,13.205,13.192,13.174,13.141,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
REVILL LANE,6.105,6.165,6.24,6.365,6.498,6.651,6.893,7.252,7.639,8.043,8.422,8.774,9.308,9.793,10.303,10.823,11.395,11.684,11.964,12.233,12.492,12.718,12.9,13.052,13.188,13.306,13.299,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
ROCKWARE,17.761,17.649,17.563,17.501,17.461,17.446,17.464,17.498,17.543,17.595,17.653,17.716,17.787,17.853,17.919,17.981,18.04,18.081,18.119,18.153,18.184,18.211,18.236,18.258,18.279,18.297,18.312,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
RODLEY LANE,13.885,13.927,14.366,14.521,14.705,14.939,15.348,15.947,16.567,17.229,17.861,18.468,19.418,20.286,21.189,22.117,23.162,23.677,24.161,24.646,25.113,25.519,25.843,26.111,26.345,26.544,26.541,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
ROMAN AVENUE,12.188,12.19,12.182,12.25,12.32,12.435,12.656,13.048,13.501,13.997,14.507,15.064,15.878,16.597,17.353,18.105,18.861,19.194,19.502,19.8,20.082,20.33,20.53,20.688,20.817,20.92,20.901,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
ROYDS LANE,14.312,14.481,14.709,15.064,15.453,15.881,16.559,17.489,18.433,19.409,20.392,21.399,22.695,23.941,25.207,26.425,27.571,28.137,28.685,29.22,29.715,30.139,30.474,30.752,30.986,31.199,31.21,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SAINT ANDREWS ROAD 33/11KV,10.549,10.456,14.318,14.329,14.39,14.497,14.669,14.901,15.154,15.432,15.708,15.969,16.277,16.569,16.861,17.138,17.42,17.581,17.719,17.833,17.932,18.011,18.068,18.105,18.129,18.141,18.11,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SAINT STREET,6.435,6.374,6.354,6.398,6.447,6.524,6.656,6.957,7.339,7.74,8.124,8.49,9.024,9.518,10.047,10.596,11.216,11.541,11.843,12.122,12.388,12.619,12.804,12.949,13.066,13.154,13.116,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SALTERFORTH,10.945,10.888,10.935,11.064,11.178,11.298,11.529,11.973,12.488,13.016,13.595,14.272,15.083,15.856,16.651,17.405,18.06,18.334,18.6,18.826,18.974,19.1,19.196,19.259,19.283,19.3,19.238,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SALTERHEBBLE,14.132,14.112,14.175,14.323,21.092,21.336,21.697,22.162,22.658,23.166,23.688,24.267,25.057,25.637,26.187,26.696,27.166,27.297,27.396,27.479,27.532,27.564,27.575,27.564,27.549,27.521,27.506,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SALTSHOUSE ROAD,11.373,11.34,11.314,11.361,11.398,11.469,11.647,12,12.407,12.871,13.327,13.788,14.466,15.11,15.796,16.511,17.318,17.733,18.127,18.499,18.854,19.163,19.408,19.609,19.775,19.91,19.913,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SANDHILL LANE,4.278,4.3,4.34,4.389,4.439,4.495,4.575,4.675,4.784,4.891,5.021,5.197,5.402,5.562,5.711,5.842,5.918,5.93,5.943,5.954,5.963,5.971,5.981,5.989,5.999,6.01,6.024,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SAXON ROAD,12.37,12.369,12.408,12.55,12.71,12.925,13.271,13.842,14.497,15.192,15.835,16.412,17.343,18.167,19.053,19.961,20.986,21.505,21.984,22.436,22.876,23.262,23.577,23.831,24.052,24.234,24.179,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SCARTHO,21.532,21.86,22.813,23.322,23.87,24.454,25.442,26.703,27.877,29.088,30.445,32.079,34.052,35.973,37.846,39.613,41.087,41.753,42.423,43.057,43.657,44.168,44.562,44.897,45.17,45.446,45.474,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SCHOLES,9.149,9.274,9.435,9.657,9.874,10.116,10.507,11.065,11.649,12.257,12.908,13.657,14.603,15.463,16.325,17.153,17.879,18.177,18.467,18.732,18.947,19.13,19.27,19.38,19.465,19.543,19.53,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SCISSETT,15.247,15.502,16.66,17.191,17.688,18.159,18.927,20.011,21.096,22.211,23.626,25.574,27.659,29.668,31.687,33.461,34.455,34.705,34.978,35.197,35.258,35.311,35.35,35.364,35.311,35.302,35.298,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SCULCOATES A,24.919,24.606,24.995,24.846,24.78,24.771,24.862,25.066,25.277,25.578,25.855,26.081,26.493,26.91,27.367,27.842,28.402,28.693,28.943,29.171,29.393,29.584,29.732,29.839,29.916,29.969,29.871,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SEACROFT,10.222,10.208,10.186,10.242,10.347,10.496,10.723,10.922,11.061,11.219,11.407,11.653,12.062,12.342,12.609,12.868,13.146,13.207,13.235,13.283,13.323,13.348,13.355,13.349,13.339,13.317,13.337,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SEATON,13.556,13.66,14.572,14.983,15.371,15.737,16.307,17.136,17.995,18.873,20.075,21.818,23.536,25.198,26.802,28.171,28.781,28.919,29.079,29.207,29.251,29.299,29.354,29.391,29.394,29.436,29.503,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SELBY,20.685,21.066,22.563,23.248,23.946,24.703,25.815,27.125,28.382,29.706,31.311,33.425,35.897,37.933,39.825,41.557,42.938,43.526,44.105,44.663,45.193,45.673,46.092,46.467,46.813,47.168,47.409,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SELBY ROAD,15.04,15.1,19.287,19.476,19.68,19.939,20.393,21.073,21.795,22.558,23.3,24.035,25.134,26.143,27.186,28.254,29.435,30.012,30.561,31.112,31.637,32.094,32.456,32.756,33.014,33.233,33.249,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SHARLSTON,8.607,8.817,9.082,9.495,9.926,10.329,10.938,11.732,12.478,13.281,14.187,15.252,16.537,17.793,19.088,20.252,21.087,21.459,21.833,22.194,22.527,22.828,23.08,23.297,23.471,23.648,23.694,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SHEPCOTE TINSLEY,0,0,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SHERBURN,14.086,14.321,14.62,15.075,15.604,16.165,16.975,17.818,18.527,19.302,20.185,21.204,22.232,23.289,24.361,25.281,25.828,26.143,26.443,26.716,26.95,27.156,27.333,27.498,27.641,27.809,27.952,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SHIPLEY,9.603,9.582,9.575,9.663,9.808,9.991,10.293,10.699,11.101,11.536,11.958,12.372,13.029,13.631,14.28,14.949,15.7,16.081,16.433,16.766,17.088,17.369,17.597,17.784,17.945,18.081,18.096,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
SHIRLAND LANE,8.429,8.34,8.261,8.209,8.175,8.161,8.178,8.179,8.17,8.165,8.169,8.185,8.22,8.245,8.283,8.319,8.361,8.374,8.381,8.38,8.379,8.374,8.369,8.359,8.344,8.328,8.318,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
