Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
SPRING MILL STREET,3.101,3.13,3.034,3.07,3.16,3.255,3.234,3.235,3.176,3.008,2.633,1.93,2.024,2.137,2.248,2.368,2.49,2.617,2.693,2.828,2.956,3.092,3.229,3.353,3.492,3.627,3.628,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
STAINFORTH,4.145,4.247,4.263,4.498,4.772,5.019,5.184,5.706,6.197,6.64,6.986,7.11,7.427,7.69,7.968,8.235,8.511,8.788,8.528,8.832,9.128,9.431,9.745,10.033,10.335,10.635,10.638,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
STAIRFOOT,4.984,5.142,5.12,5.456,5.823,6.145,6.369,7.091,7.783,8.431,8.992,9.192,9.644,10.015,10.409,10.785,11.175,11.567,11.196,11.625,12.043,12.469,12.912,13.318,13.743,14.166,14.169,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
STANLEY STREET,2.672,2.675,2.415,2.431,2.45,2.464,2.391,2.325,2.216,2.036,1.738,0.953,1.023,1.109,1.193,1.284,1.377,1.474,1.551,1.653,1.751,1.854,1.958,2.053,2.159,2.262,2.262,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
STANNINGTON ROAD,4.026,4.183,4.146,4.364,4.595,4.823,4.978,5.26,5.517,5.688,5.785,5.492,5.825,6.231,6.631,7.063,7.503,7.967,8.341,8.826,9.292,9.782,10.277,10.725,11.228,11.718,11.72,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
STATION ROAD,10.442,10.729,10.647,11.376,12.216,12.931,13.375,15.222,16.95,18.577,19.899,20.402,21.351,21.999,22.717,23.351,24.014,24.657,23.128,23.861,24.584,25.307,26.078,26.79,27.492,28.207,28.22,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
STEVENSON ROAD,0.513,0.505,0.442,0.434,0.427,0.418,0.392,0.36,0.319,0.265,0.185,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
STOKE STREET,1.513,1.496,1.316,1.295,1.273,1.25,1.172,1.082,0.963,0.806,0.573,0.042,0.043,0.045,0.046,0.048,0.049,0.051,0.049,0.051,0.053,0.054,0.056,0.058,0.06,0.061,0.061,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
STOURTON 132/11KV,6.582,6.103,6.2,6.099,6.509,6.994,6.929,6.774,6.307,5.258,2.924,0.608,0.615,0.623,0.631,0.639,0.648,0.656,0.659,0.668,0.677,0.686,0.696,0.704,0.714,0.723,0.723,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
STOURTON 33/11KV,1.408,1.47,1.461,1.535,1.614,1.689,1.735,1.85,1.956,2.036,2.087,1.997,2.109,2.228,2.347,2.473,2.601,2.733,2.773,2.914,3.049,3.191,3.335,3.466,3.61,3.751,3.752,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
STOW,22.117,22.365,22.761,23.383,24.113,24.702,25.167,27.132,29.089,31.154,33.165,35.102,35.904,36.186,36.576,36.806,37.069,37.271,34.812,35.094,35.388,35.645,35.951,36.242,36.462,36.708,36.71,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SWAN BANK LANE,2.337,2.397,2.325,2.386,2.458,2.535,2.548,2.627,2.672,2.65,2.545,2.083,2.217,2.396,2.568,2.759,2.951,3.155,3.337,3.552,3.757,3.975,4.195,4.394,4.617,4.834,4.837,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SWEET STREET,1.23,1.253,1.176,1.184,1.193,1.201,1.175,1.159,1.128,1.071,0.971,0.69,0.718,0.748,0.779,0.811,0.843,0.877,0.881,0.917,0.951,0.987,1.024,1.057,1.094,1.13,1.13,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SWINNOW MOOR,3.574,3.693,3.574,3.752,3.944,4.122,4.21,4.463,4.683,4.826,4.869,4.459,4.737,5.033,5.331,5.643,5.961,6.292,6.399,6.75,7.087,7.44,7.798,8.124,8.483,8.834,8.836,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
TADCASTER,6.284,6.526,6.613,7.155,7.709,8.21,8.545,9.14,10.578,11.958,13.256,14.206,14.87,15.223,15.666,15.996,16.376,16.704,15.273,15.663,16.084,16.464,16.912,17.329,17.718,18.122,18.131,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
TANKERSLEY PARK,4.001,4.118,4.047,4.197,4.357,4.51,4.593,4.796,4.973,5.083,5.116,4.788,5.023,5.288,5.552,5.832,6.117,6.416,6.572,6.887,7.189,7.507,7.829,8.12,8.444,8.761,8.762,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
TEMPLEBOROUGH 33/11KV,4.054,4.132,4.085,4.282,4.497,4.686,4.81,5.222,5.616,5.981,6.287,6.346,6.616,6.834,7.067,7.288,7.517,7.747,7.523,7.775,8.02,8.27,8.53,8.768,9.018,9.266,9.267,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
