Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
FOUR LANE ENDS,37,57,77,106,138,168,226,354,538,757,972,1156,1374,1607,1857,2113,2402,2690,2982,3262,3536,3790,4013,4208,4375,4525,4527,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
FOXHILLS,12,18,23,31,40,49,65,91,123,161,202,244,289,335,383,431,480,525,571,613,652,688,718,745,766,785,788,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
FULLERTON ROAD,16,27,38,55,72,87,117,195,313,453,595,726,877,1037,1207,1381,1574,1765,1957,2141,2319,2481,2621,2741,2840,2925,2926,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
FURNESS AVENUE,69,118,168,239,318,391,533,785,1113,1504,1893,2246,2649,3078,3536,4002,4521,5025,5541,6022,6483,6908,7273,7593,7862,8102,8104,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GAISBY LANE,72,110,146,200,259,314,421,655,987,1384,1733,1959,2271,2618,3001,3398,3863,4340,4827,5313,5807,6282,6716,7116,7484,7832,7836,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GIBRALTAR ROAD,89,142,202,293,390,476,640,974,1437,1987,2545,3067,3652,4265,4911,5565,6269,6946,7636,8289,8909,9471,9957,10381,10737,11055,11059,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GIBSON LANE,121,215,306,436,582,721,991,1321,1649,2039,2421,2771,3158,3573,4001,4434,4902,5326,5782,6173,6533,6864,7150,7407,7627,7841,7844,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GILDERSOME,73,119,163,228,299,368,500,689,906,1164,1415,1638,1891,2164,2453,2747,3073,3382,3704,3996,4272,4528,4749,4945,5113,5268,5271,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GLEADLESS VALLEY,37,60,87,126,168,205,274,480,801,1184,1560,1887,2276,2689,3136,3593,4111,4628,5146,5650,6146,6606,7004,7352,7645,7901,7903,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GOOLE,93,148,205,290,383,470,635,916,1275,1701,2152,2612,3105,3606,4112,4621,5156,5654,6170,6643,7090,7497,7845,8148,8399,8626,8634,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GRAINTHORPE,24,37,52,74,98,120,161,227,311,410,607,985,1304,1547,1680,1802,1862,1863,1877,1872,1856,1831,1795,1754,1700,1653,1656,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GREAT COATES,65,112,170,255,343,417,558,816,1151,1543,2030,2667,3281,3887,4491,5075,5524,5858,6214,6522,6792,7021,7194,7330,7413,7483,7484,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GREENHILL,23,36,52,75,99,119,158,292,507,764,1029,1285,1574,1877,2201,2531,2899,3263,3626,3976,4314,4622,4883,5106,5285,5436,5437,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GREYFRIARS RD,27,38,49,66,85,103,137,198,280,377,472,554,650,751,858,967,1089,1207,1329,1443,1556,1660,1752,1835,1906,1971,1974,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GREYFRIARS ROAD 3/4,25,36,48,66,85,103,137,199,281,379,476,566,668,774,885,997,1120,1237,1358,1471,1580,1681,1768,1845,1911,1970,1973,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GRIMETHORPE,55,98,149,230,319,392,529,722,935,1182,1452,1745,2039,2339,2645,2943,3204,3415,3646,3839,4009,4157,4275,4373,4444,4511,4512,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GROVE STREET,38,48,57,74,92,110,142,195,266,349,422,468,530,599,673,749,833,916,1002,1086,1171,1255,1333,1406,1476,1544,1547,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
GUARDIAN GLASS,7,10,15,23,32,38,49,69,97,128,182,276,357,423,471,515,537,541,548,551,546,537,525,510,492,476,477,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HACKENTHORPE,56,96,137,196,257,312,417,657,1000,1408,1818,2203,2641,3102,3593,4093,4645,5180,5719,6229,6717,7161,7538,7860,8122,8346,8347,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HALIFAX 33/11KV,91,130,167,224,286,347,460,689,1009,1391,1728,1948,2248,2581,2947,3324,3765,4213,4671,5125,5586,6030,6437,6811,7156,7482,7489,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HALLAM STREET,66,109,151,212,281,348,476,651,845,1075,1291,1464,1670,1896,2138,2385,2662,2928,3208,3463,3708,3940,4145,4332,4499,4659,4660,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HARDEN,41,71,112,175,241,295,397,531,669,828,1045,1361,1646,1925,2200,2456,2596,2651,2725,2768,2777,2767,2744,2718,2680,2654,2654,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HARPSWELL,19,28,40,58,77,93,122,170,230,300,411,595,756,895,1002,1103,1170,1195,1226,1246,1254,1254,1247,1235,1215,1197,1200,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HARWORTH,101,170,264,419,588,724,977,1269,1537,1842,2251,2831,3340,3829,4294,4718,4898,4918,4985,4985,4953,4909,4846,4782,4699,4644,4648,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HAWORTH 1,44,74,109,160,213,260,351,492,660,858,1086,1358,1631,1907,2186,2462,2719,2926,3143,3333,3482,3598,3689,3765,3819,3869,3871,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HAWORTH 2,37,63,91,132,177,218,297,416,555,720,895,1078,1271,1470,1675,1880,2091,2276,2471,2645,2800,2936,3050,3151,3233,3309,3310,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HAXEY,34,56,93,149,205,247,325,452,605,779,1054,1510,1909,2273,2603,2908,3060,3071,3099,3096,3068,3024,2963,2896,2811,2737,2740,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HAYTON,154,258,382,572,779,962,1308,1681,2005,2377,2888,3642,4308,4916,5422,5898,6202,6265,6386,6416,6399,6368,6316,6266,6198,6168,6176,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HAZLEHEAD,14,25,35,51,69,85,116,157,200,251,309,375,441,508,572,635,697,747,800,846,885,918,946,971,990,1009,1009,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HEBDEN BRIDGE,16,26,48,84,119,142,184,269,383,513,684,925,1146,1351,1538,1718,1858,1949,2048,2131,2172,2182,2178,2167,2141,2116,2117,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HEDLEY CHASE,32,45,58,77,99,119,159,232,332,451,542,571,635,712,802,896,1013,1138,1268,1403,1548,1694,1836,1972,2107,2242,2243,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HEDON ROAD,5,7,10,13,17,22,29,40,53,68,83,97,113,130,148,166,186,205,224,242,259,274,288,299,309,318,318,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HEMSWORTH,120,204,332,554,794,977,1308,1704,2076,2490,3009,3679,4269,4839,5385,5883,6105,6159,6273,6303,6275,6218,6135,6049,5939,5862,5867,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HESSLE ROAD 1,48,82,116,164,220,273,376,497,615,755,886,994,1120,1258,1405,1554,1720,1875,2042,2187,2324,2452,2566,2670,2762,2853,2854,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HESSLE ROAD 2,39,64,89,126,167,207,282,387,503,642,777,896,1031,1177,1332,1490,1666,1832,2006,2163,2312,2450,2570,2677,2768,2853,2855,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HIBALDSTOW,68,111,179,288,397,481,636,886,1185,1528,2086,3023,3835,4554,5162,5722,5984,6013,6079,6086,6041,5963,5852,5727,5565,5423,5430,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HICKLETON,62,107,152,217,290,361,497,661,824,1018,1209,1384,1577,1786,2006,2229,2474,2701,2943,3152,3346,3525,3679,3817,3933,4045,4047,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HILLCREST,62,88,114,155,198,240,316,543,901,1329,1727,2026,2408,2822,3274,3741,4283,4838,5395,5950,6509,7037,7510,7933,8308,8649,8654,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HOLBECK,92,135,173,233,298,361,481,722,1054,1448,1749,1845,2055,2313,2612,2927,3320,3744,4183,4645,5140,5641,6126,6597,7064,7531,7535,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HOLDERNESS,79,137,203,298,399,487,657,999,1465,2018,2656,3409,4172,4924,5663,6399,7112,7748,8403,9000,9551,10038,10434,10761,11005,11209,11212,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HOLME UPON SPALDING MOOR,40,63,93,139,188,229,305,411,526,660,877,1243,1560,1835,2053,2255,2365,2379,2409,2413,2398,2371,2333,2291,2237,2192,2196,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HONLEY,79,131,183,258,340,418,567,815,1126,1497,1871,2226,2622,3040,3482,3930,4419,4883,5360,5798,6212,6589,6912,7192,7424,7631,7634,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HOPE,18,23,37,65,92,110,138,197,277,366,503,720,908,1073,1210,1336,1398,1423,1455,1475,1468,1441,1406,1367,1317,1270,1272,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HORBURY,60,98,139,200,265,324,437,652,943,1289,1648,2002,2389,2793,3220,3650,4106,4536,4977,5386,5772,6123,6420,6675,6882,7063,7068,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HOUGHTON MAIN,73,124,202,335,478,587,785,1049,1326,1640,2027,2521,2972,3409,3833,4231,4471,4603,4770,4882,4953,4997,5010,5009,4980,4961,4964,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
HULL EAST 33/11KV,66,112,163,240,320,389,518,749,1046,1395,1775,2193,2624,3061,3506,3946,4365,4726,5101,5438,5747,6020,6243,6428,6567,6686,6690,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
